Upper_xs,Upper_vs,Upper_ts,Upper_timestamps,Lower_xs,Lower_vs,Lower_ts,Lower_timestamps,Esf_xs,Esf_vs,Esf_ts,Esf_timestamps,Upper_absolute_ts,Lower_absolute_ts,Esf_absolute_ts
0,59.9964,0,2020-07-22 09:01:06.000,0,59.9964,3.381,2020-07-22 09:01:09.381,0,60,0,2020-07-22 09:01:06.000,0,3.381,0
1.67099724377846,60.3153684075153,0.1,2020-07-22 09:01:06.100,1.67099724377846,60.3153684075153,3.481,2020-07-22 09:01:09.481,1.66814382229088,60.0709034699625,0.1,2020-07-22 09:01:06.100,0.1,3.481,0.1
3.34642414398721,60.3153684075153,0.2,2020-07-22 09:01:06.200,3.34642414398721,60.3153684075153,3.581,2020-07-22 09:01:09.581,3.33678002978984,60.0709034699625,0.2,2020-07-22 09:01:06.200,0.2,3.581,0.2
5.02185104419597,60.3153684075153,0.3,2020-07-22 09:01:06.300,5.02185104419597,60.3153684075153,3.681,2020-07-22 09:01:09.681,5.0054162372888,60.0709034699625,0.3,2020-07-22 09:01:06.300,0.3,3.681,0.3
6.69727794440473,60.3153684075153,0.4,2020-07-22 09:01:06.400,6.69727794440473,60.3153684075153,3.781,2020-07-22 09:01:09.781,6.67405244478776,60.0709034699625,0.4,2020-07-22 09:01:06.400,0.4,3.781,0.4
8.37270484461349,60.3153684075153,0.5,2020-07-22 09:01:06.500,8.37270484461349,60.3153684075153,3.881,2020-07-22 09:01:09.881,8.34268865228671,60.0709034699625,0.5,2020-07-22 09:01:06.500,0.5,3.881,0.5
10.0481317448222,60.3153684075153,0.6,2020-07-22 09:01:06.600,10.0481317448222,60.3153684075153,3.981,2020-07-22 09:01:09.981,10.0113248597857,60.0709034699625,0.6,2020-07-22 09:01:06.600,0.6,3.981,0.6
11.723558645031,60.3153684075153,0.7,2020-07-22 09:01:06.700,11.723558645031,60.3153684075153,4.081,2020-07-22 09:01:10.081,11.6799610672846,60.0709034699625,0.7,2020-07-22 09:01:06.700,0.7,4.081,0.7
13.3989855452398,60.3153684075153,0.8,2020-07-22 09:01:06.800,13.3989855452398,60.3153684075153,4.181,2020-07-22 09:01:10.181,13.3485972747836,60.0709034699625,0.8,2020-07-22 09:01:06.800,0.8,4.181,0.8
15.0744124454485,60.3153684075153,0.9,2020-07-22 09:01:06.900,15.0744124454485,60.3153684075153,4.281,2020-07-22 09:01:10.281,15.0172334822825,60.0709034699625,0.9,2020-07-22 09:01:06.900,0.9,4.281,0.9
16.7498393456573,60.3153684075153,1,2020-07-22 09:01:07.000,16.7498393456573,60.3153684075153,4.381,2020-07-22 09:01:10.381,16.6858696897815,60.0709034699625,1,2020-07-22 09:01:07.000,1,4.381,1
18.425266245866,60.3153684075153,1.1,2020-07-22 09:01:07.100,18.425266245866,60.3153684075153,4.481,2020-07-22 09:01:10.481,18.3545058972805,60.0709034699625,1.1,2020-07-22 09:01:07.100,1.1,4.481,1.1
20.1006931460748,60.3153684075153,1.2,2020-07-22 09:01:07.200,20.1006931460748,60.3153684075153,4.581,2020-07-22 09:01:10.581,20.0231421047794,60.0709034699625,1.2,2020-07-22 09:01:07.200,1.2,4.581,1.2
21.7761200462836,60.3153684075153,1.3,2020-07-22 09:01:07.300,21.7761200462836,60.3153684075153,4.681,2020-07-22 09:01:10.681,21.6917783122784,60.0709034699625,1.3,2020-07-22 09:01:07.300,1.3,4.681,1.3
23.4515469464923,60.3153684075153,1.4,2020-07-22 09:01:07.400,23.4515469464923,60.3153684075153,4.781,2020-07-22 09:01:10.781,23.3604145197773,60.0709034699625,1.4,2020-07-22 09:01:07.400,1.4,4.781,1.4
25.1269738467011,60.3153684075153,1.5,2020-07-22 09:01:07.500,25.1269738467011,60.3153684075153,4.881,2020-07-22 09:01:10.881,25.0290507272763,60.0709034699625,1.5,2020-07-22 09:01:07.500,1.5,4.881,1.5
